geometry,line,name,url,1,2,3,4,5,6,6 Express,7,7 Express,@,A,B,C,D,E,F,G,J,L,M,N,Q,R,S,Z
POINT (-73.87208699769359 40.67526833246315),A-C-S,Euclid Ave & Pitkin Ave At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
POINT (-73.87208599841159 40.67548833401942),A-C-S,Euclid Ave & Pitkin Ave At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
POINT (-73.9221190000721 40.70601433381925),L,Starr St & Wyckoff Ave At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
POINT (-73.91927299967011 40.70415333209876),L,Dekalb Ave & Wycoff Ave At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
POINT (-73.91795899905247 40.70334233175456),L,Stanhope St & Wycoff Ave At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
POINT (-73.91760599993933 40.70346133227499),L,Stanhope St & Wycoff Ave At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
POINT (-73.92372300153897 40.70724233416858),L,Jefferson St & Wyckoff Ave At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
POINT (-73.92193099795681 40.70621633353949),L,Starr St & Wyckoff Ave At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
POINT (-73.90220800033413 40.70481633220903),M,Forest Ave & Myrtle Ave At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
POINT (-73.89555909937303 40.7061153811849),M,62nd St & 67th Ave At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
POINT (-73.88270099911361 40.7429453340658),E-M-R,Britton Ave & Broadway At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
POINT (-73.84580039345791 40.75482789644271),7-7 Express,126th St & Roosevelt Ave At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.84601379262429 40.75423698295849),7-7 Express,126th St & Roosevelt Ave At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.85955372805647 40.72932524470905),E-M-R,64th Rd & Queens Blvd At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
POINT (-73.86659543521641 40.69147144338326),J-Z,75th St & Jamaica At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
POINT (-73.84329542847318 40.69526862906157),J-Z,104th St & Jamaica Ave At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
POINT (-73.81641338400604 40.701204446886),E,Van Wyck Expwy & 89th Ave At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
POINT (-73.9419950195667 40.70062960359589),J-M,Flushing Ave & Broadway At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
POINT (-73.9052643131339 40.69571257204069),L,Halsey St & Wycoff Ave At Sw Corner (To Canarsie Only),http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
POINT (-73.92972548888289 40.67948709980834),A-C,Utica Ave & Fulton St At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.965670010997 40.68835812522105),G,Washington Ave & Lafayette Ave At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
POINT (-73.96788613122749 40.68783351235889),G,Clinton Ave & Lafayette Ave At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
POINT (-73.95496904120918 40.68933096383658),G,Bedford Ave & Lafayette Ave At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
POINT (-73.95528961373456 40.68955302881855),G,Bedford Ave & Lafayette Ave At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
POINT (-73.93072282125708 40.66866470107473),3-4,Utica Ave & Eastern Pkwy At Se Corner,http://www.mta.info/nyct/service/,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.96283995927298 40.65145808174842),B-Q,St. Pauls Pl & Caton Ave At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
POINT (-73.97699869575096 40.57549884863381),F-Q,8th St & Surf Ave At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
POINT (-73.98947403263381 40.66985070834959),D-F-G-N-R,4th Ave & 10th St At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,True,False,False
POINT (-73.97615660793947 40.6245281414104),F,Mcdonald Ave & Avenue J At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
POINT (-74.25096683739611 40.51321562805336),@,Main St & Utah St At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-74.24543269040512 40.51538867567504),@,Tracy Av & Arthur Kill Rd At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.87657599780526 40.74854733204278),7,90th St & Roosevelt Ave At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.87097300040743 40.73333033172732),E-M-R,Woodhaven Blvd & Queens Blvd At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
POINT (-73.86873299813652 40.73321333308055),E-M-R,Horace Harding Expwy & Queens Blvd At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
POINT (-73.86230299936584 40.74977733348032),7,103rd St & Roosevelt Ave At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.85349199970813 40.72659533419672),E-M-R,67th Ave & Queens Blvd At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
POINT (-73.84338199924024 40.72149633379517),E-F-M-R,71st & Queens Blvd At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False
POINT (-73.83132799716377 40.71397033389443),E-F,Union Tpke & Queens Blvd At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
POINT (-73.83798439668988 40.71902352938854),E-F,75th & Queens Blvd At Nw Corner (To Manhattan And Brooklyn Only),http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
POINT (-73.8314850004449 40.71492833342361),E-F,Union Tpke & Queens Blvd At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
POINT (-73.82990999854457 40.75939033244887),7-7 Express,Main St & Roosevelt Ave At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.8299619987652 40.75971033237781),7-7 Express,Main St & Roosevelt Ave At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.82010000020064 40.70809233251735),E-F,Van Wyck Blvd & Queens Blvd At Sw Corner (To Jamaica Only),http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
POINT (-73.81719099905892 40.70266133292056),E,Van Wyck Expwy & Jamaica Ave At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
POINT (-73.80789400054414 40.70076833412841),E-J-Z,Sutphin Blvd & Archer Ave At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
POINT (-73.80949099847594 40.70565033390066),F,Sutphin Blvd & Hillside Ave At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
POINT (-73.8044910003926 40.70709133377138),F,153rd St & Hillside Ave At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
